0.000000e+00   4.964752e-04   0.000000e+00   0.000000e+00   2.881495e+02   1.225000e-03   1.013238e+03   
1.000000e-01   5.158941e-04   0.000000e+00   0.000000e+00   2.875774e+02   1.213990e-03   1.002138e+03   
2.000000e-01   5.360383e-04   0.000000e+00   0.000000e+00   2.870075e+02   1.203000e-03   9.910976e+02   
3.000000e-01   5.569333e-04   0.000000e+00   0.000000e+00   2.864399e+02   1.192040e-03   9.801260e+02   
4.000000e-01   5.786059e-04   0.000000e+00   0.000000e+00   2.858728e+02   1.181110e-03   9.692164e+02   
5.000000e-01   6.010833e-04   0.000000e+00   0.000000e+00   2.853080e+02   1.170210e-03   9.583746e+02   
6.000000e-01   6.243940e-04   0.000000e+00   0.000000e+00   2.847454e+02   1.159330e-03   9.475919e+02   
7.000000e-01   6.485672e-04   0.000000e+00   0.000000e+00   2.841834e+02   1.148490e-03   9.368789e+02   
8.000000e-01   6.736331e-04   0.000000e+00   0.000000e+00   2.836237e+02   1.137690e-03   9.262410e+02   
9.000000e-01   6.996230e-04   0.000000e+00   0.000000e+00   2.830661e+02   1.126920e-03   9.156690e+02   
1.000000e+00   7.265691e-04   0.000000e+00   0.000000e+00   2.825091e+02   1.116180e-03   9.051577e+02   
1.100000e+00   7.545047e-04   0.000000e+00   0.000000e+00   2.819543e+02   1.105490e-03   8.947281e+02   
1.200000e+00   7.834644e-04   0.000000e+00   0.000000e+00   2.814018e+02   1.094830e-03   8.843641e+02   
1.300000e+00   8.134834e-04   0.000000e+00   0.000000e+00   2.808498e+02   1.084210e-03   8.740677e+02   
1.400000e+00   8.445987e-04   0.000000e+00   0.000000e+00   2.802999e+02   1.073630e-03   8.638436e+02   
1.500000e+00   8.768479e-04   0.000000e+00   0.000000e+00   2.797524e+02   1.063100e-03   8.537004e+02   
1.600000e+00   9.102703e-04   0.000000e+00   0.000000e+00   2.792070e+02   1.052610e-03   8.436287e+02   
1.700000e+00   9.449061e-04   0.000000e+00   0.000000e+00   2.786638e+02   1.042170e-03   8.336364e+02   
1.800000e+00   9.807971e-04   0.000000e+00   0.000000e+00   2.781211e+02   1.031770e-03   8.237101e+02   
1.900000e+00   1.017986e-03   0.000000e+00   0.000000e+00   2.775806e+02   1.021420e-03   8.138625e+02   
2.000000e+00   1.056518e-03   0.000000e+00   0.000000e+00   2.770407e+02   1.011110e-03   8.040805e+02   
2.100000e+00   1.096437e-03   0.000000e+00   0.000000e+00   2.765046e+02   1.000860e-03   7.943890e+02   
2.200000e+00   1.137793e-03   0.000000e+00   0.000000e+00   2.759690e+02   9.906520e-04   7.847638e+02   
